RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight;redprediction;blueprediction;swingprediction;latedecprediction
2165;20150315;Mand;47;40-49 år;Syddanmark;201;Tolerance og integration;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;1.000.000 kr. eller derover;Radikale Venstre;1,6275185134;0.196855425479505;0.605501988471336;0.199824596071033;0.389615425518041
2166;20150315;Mand;63;60-69 år;Midtjylland;103;få flere folk i arbejder;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;Ved ikke;Venstre;0,7346574263;0.257135850629047;0.543547478182596;0.199172593279493;0.661000897462496
2168;20150314;Mand;64;60-69 år;Nordjylland;100;økonomi;Venstre ledet regering;Venstre ledet regering;Ved ikke;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Ved ikke;Dansk Folkeparti;0,4987856222;0.249188675465402;0.553206258080455;0.198758351409975;0.492535139732303
2177;20150316;Mand;69;60-69 år;Sjælland;900;flygtningerne;Venstre ledet regering;Ved ikke;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,6052449504;0.203760077416099;0.608858341044416;0.198468719112752;0.645328184899951
2183;20150314;Mand;65;60-69 år;Hovedstaden;900;indvandrer;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Socialdemokraterne;0,6327321425;0.240799390351948;0.563380623426904;0.198463251725251;0.308351339817176
2186;20150315;Mand;43;40-49 år;Syddanmark;900;Indvandring;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Dansk Folkeparti;0,3733281063;0.477187424043024;0.314679479965006;0.19837165404769;0.679815586038366
2187;20150314;Mand;68;60-69 år;Syddanmark;900;de såkaldte flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Venstre;0,6709455514;0.213440570610981;0.596817685833953;0.198289628427941;0.295114350449377
2188;20150315;Kvinde;76;70++ år;Hovedstaden;103;De mange arbejdsløse, som ikke kan finde et job. Måske på grund af manglende uddannelse;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Ved ikke;(A) Socialdemokraterne;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,3328562291;0.273199777289548;0.514389837285436;0.198138368446495;0.184675904593573
2190;20150315;Kvinde;40;40-49 år;Hovedstaden;900;Indvandre;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;700.000-799.999 kr.;Venstre;0,9057016020;0.560929537157985;0.245795553948681;0.197822765366365;0.325731214801708
2192;20150316;Kvinde;31;30-39 år;Hovedstaden;1300;nedskæringer i velfærden;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(Ø) Enhedslisten;Ved ikke;Alternativet;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Alternativet;1,1227554822;0.48702209067761;0.289120135408888;0.196180181013994;0.638678274432615
2197;20150316;Kvinde;26;18-29 år;Midtjylland;300;Sundhedsøkonomi;Ved ikke;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Konservative Folkeparti;1,3824897879;0.461947303749727;0.296366869598633;0.195916682743124;0.627883124336824
2202;20150314;Kvinde;26;18-29 år;Syddanmark;505;Østeuropæisk arbejdskraft som tager arbejde fra arbejdsløse danskere til en lavere timeløn;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;Ved ikke;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;;0,8073881648;0.461947303749727;0.296366869598633;0.195916682743124;0.262510532415326
2205;20150316;Kvinde;73;70++ år;Midtjylland;300;sundhed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,1031383640;0.322413502833465;0.466561669293449;0.195484357912947;0.574761215480965
2212;20150314;Mand;48;40-49 år;Syddanmark;900;asyl flygtninger;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(A) Socialdemokraterne;;Anden uddannelse;1 barn;300.000-399.999 kr.;Socialdemokraterne;0,6958912485;0.441235700421387;0.364090848274459;0.19495180838826;0.418111530975937
2215;20150314;Mand;44;40-49 år;Syddanmark;100;økonomien;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Gymnasie, HF eller lignende;3 børn;500.000-599.999 kr.;Venstre;0,8879606607;0.50354767631538;0.324576816984425;0.194890005415671;0.375788820881525
2219;20150316;Kvinde;62;60-69 år;Sjælland;100;Økonomi;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;;0,7791480764;0.466518559312577;0.340215284085129;0.194825869501517;0.6929634882624
2224;20150314;Kvinde;71;70++ år;Midtjylland;900;indvandrer/integration;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,1031383640;0.353851868369429;0.437737990912676;0.19431256997233;0.637111233397225
2225;20150314;Kvinde;70;70++ år;Syddanmark;900;Flygtninge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;1,0074711451;0.368918775563662;0.424297290994225;0.193903302523882;0.380053463102973
2229;20150314;Kvinde;64;60-69 år;Hovedstaden;1227;Terroren;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Venstre;1,0727287184;0.446487020560224;0.357417573149236;0.193895244499687;0.335362928876617
2234;20150316;Kvinde;69;60-69 år;Sjælland;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,7911472211;0.383459934853719;0.41151442470358;0.193610986374756;0.431141179531623
2236;20150314;Kvinde;65;60-69 år;Nordjylland;1227;Terror;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,6027896593;0.435306507693196;0.366948436141062;0.193605620483834;0.55017106873351
2238;20150315;Mand;34;30-39 år;Nordjylland;100;Økonomien og vækst;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(K) Kristendemokraterne;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;1 barn;500.000-599.999 kr.;Konservative Folkeparti;1,0000842437;0.425932255103294;0.350281047922454;0.193566095844116;0.235565657884655
2239;20150315;Kvinde;58;50-59 år;Midtjylland;.;ved ikke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Ved ikke;Venstre;1,5327950581;0.384345171906129;0.410626642720038;0.193452817080405;0.41552326408156
2246;20150317;Kvinde;68;60-69 år;Syddanmark;.;Ved ikke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Venstre;0,8108483927;0.397416673624305;0.399391456795321;0.193435221261224;0.344595501192064
2248;20150314;Kvinde;66;60-69 år;Midtjylland;900;Flygtningenestrømmen Terretruslen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,6328764133;0.423380101233762;0.377114831230844;0.193432540153044;0.574740161078076
2249;20150316;Kvinde;31;30-39 år;Hovedstaden;2002;Ineffektiv offentlig sektor;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;400.000-499.999 kr.;Venstre;1,1517316202;0.562828741306675;0.218648655641041;0.193377955555999;0.65175923379882
2250;20150314;Kvinde;31;30-39 år;Hovedstaden;2099;At politikerne gør problemer der er samfundsskabte, til individuelle problemer. Fx ift. kontanthjælpsmodtagere og flygtninge. Måden hvorpå der bliver talt om disse mennesker.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;1 barn;400.000-499.999 kr.;Enhedslisten;0,8504600031;0.562828741306675;0.218648655641041;0.193377955555999;0.23074192206916
2252;20150314;Kvinde;67;60-69 år;Hovedstaden;900;Indvandre;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,7069661045;0.410737944536124;0.387926602842151;0.193375766351234;0.433853579152644
2255;20150316;Mand;45;40-49 år;Sjælland;507;at alf for mange mennesker, pga. de høje overførselsindkomster, mangler et reelt økonomisk incitament til at tage et arbejde.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;2 børn;700.000-799.999 kr.;Venstre;0,7753863436;0.488549449476211;0.312511684618352;0.192980560720525;0.392023757511487
2258;20150315;Kvinde;25;18-29 år;Hovedstaden;.;For meget vintervejr;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;Ingen;Under 100.000 kr.;Enhedslisten;1,0021845032;0.403373314279232;0.325285153206907;0.192678713166406;0.520504491283296
2259;20150316;Kvinde;25;18-29 år;Hovedstaden;103;Arbejdsløshed;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;Vil ikke svare;(B) Radikale Venstre;;Lang videregående 5 år;Ingen;Under 100.000 kr.;Radikale Venstre;2,0195035159;0.403373314279232;0.325285153206907;0.192678713166406;0.434003928605514
2261;20150316;Mand;75;70++ år;Sjælland;900;Antallet af indvandrere og flygtninge der ingen arbejde har fordi de ingen uddannelse har og at der ikke er bolig til alle.;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Venstre;0,8290679066;0.394499526177164;0.366526880543975;0.192620443427075;0.449535134330761
2262;20150315;Mand;27;18-29 år;Nordjylland;100;Vi skal have styrket den danske økonomi;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;Under 100.000 kr.;Venstre;0,9575489850;0.341696973310039;0.390292503571471;0.192577448459422;0.330048906148227
2270;20150315;Kvinde;75;70++ år;Midtjylland;1207;De frygtelige sager om børnemishandling, som ikke bliver taget alvorlig eller forsøgt tiet ihjel, fordi sagsbehandlerne er for sløve.;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Socialdemokraterne;1,1031383640;0.205023062841235;0.602722838746908;0.192489308289443;0.281113938441741
2272;20150316;Kvinde;44;40-49 år;Hovedstaden;.;?;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;800.000-899.999 kr.;Venstre;1,7487569611;0.357125163487851;0.431847663261274;0.19225412511049;0.182104635161721
2276;20150315;Kvinde;46;40-49 år;Syddanmark;100;Finanskrisen i hele Europa;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;2 børn;400.000-499.999 kr.;Dansk Folkeparti;0,4511729889;0.66731522080688;0.176084105094318;0.19221640989258;0.527166768082315
2277;20150316;Mand;49;40-49 år;Midtjylland;103;Den største udfordring er, at skabe arbejdspladser i Danmark;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,3307462974;0.378660719810882;0.434301521979628;0.192184095643427;0.411343164933303
2280;20150315;Mand;48;40-49 år;Syddanmark;107;At får lettet skatten på indkomst;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Gymnasie, HF eller lignende;1 barn;600.000-699.999 kr.;Konservative Folkeparti;0,9748117718;0.531664291641924;0.306425819587175;0.192150863474775;0.23665041876815
2281;20150316;Mand;53;50-59 år;Hovedstaden;1303;Behandling af vores ældre og muslimsk udbredelse i landet;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Vil ikke svare;;Kort videregående 1-2 år;Ingen;600.000-699.999 kr.;;0,6187188229;0.389586879918906;0.42477018307342;0.19177305729434;0.460317582098143
2288;20150315;Mand;28;18-29 år;Nordjylland;100;Økonomisk udvikling;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;Ingen;Ved ikke;Dansk Folkeparti;0,7074759806;0.292740900444554;0.462249947997981;0.191424889376045;0.392298100760721
2290;20150316;Kvinde;26;18-29 år;Midtjylland;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;2 børn;Vil ikke oplyse;Socialistisk Folkeparti - SF;1,3463716803;0.35179636474506;0.391905438470567;0.191295062699964;0.410773127033162
2292;20150315;Kvinde;27;18-29 år;Syddanmark;2400;At oprette de danske værdier (både ideologisk men også fysisk kulturelt) samtidig med at skabe vækst nationalt såvel som internationalt. Men det er også vigtigt at vi bruger vores penge på at skabe bedre forhold for danskerne istedet for at sende dem ud i verden til mere eller mindre korrupte lande...;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,7579592733;0.4821047412792;0.287160542408336;0.191208037126742;0.323621418921439
2293;20150315;Mand;50;50-59 år;Midtjylland;900;flygtninge;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;900.000-999.999 kr.;Dansk Folkeparti;0,8358732446;0.283535756641467;0.516629363622949;0.191127835534401;0.364275225360774
2295;20150316;Mand;34;30-39 år;Syddanmark;1;Alt for dårlig koomunikation i det offentlige rum, og derved manglende tolerance og forståelse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;2 børn;400.000-499.999 kr.;Enhedslisten;0,5319251811;0.501526638664668;0.270576092647328;0.190792347036545;0.370137271907391
2300;20150315;Mand;79;70++ år;Hovedstaden;.;fÅ FOLK TIL AT VIRKE DET GÆLDER ALLE, INDFØDTE OG TILFLYTTERE, INTET ER SÅ GODT SOM AT VIRKE.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Anden uddannelse;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,9843836433;0.274774947395043;0.500631790422197;0.190633796197574;0.458775829448424
2302;20150316;Mand;50;50-59 år;Syddanmark;1927;krigen mod IS;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Kort videregående 1-2 år;2 børn;500.000-599.999 kr.;Dansk Folkeparti;0,3307462974;0.37971496521453;0.436116820907537;0.190169315950839;0.489862432305787
2305;20150315;Mand;49;40-49 år;Hovedstaden;900;flygtninge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;800.000-899.999 kr.;Socialdemokraterne;1,0314755278;0.27987984596583;0.525879305435733;0.18979719519014;0.312616742926958
2310;20150315;Kvinde;71;70++ år;Sjælland;900;Flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Venstre;1,9345799576;0.257157151893338;0.543639123555944;0.189719862188996;0.426169770846279
2311;20150316;Kvinde;70;70++ år;Syddanmark;1405;At de små landsbyer uddør.;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Ved ikke;(Ø) Enhedslisten;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Enhedslisten;1,0436445715;0.269826149194376;0.530011914332119;0.1893179950457;0.41512861089379
2317;20150315;Mand;69;60-69 år;Syddanmark;1227;Terror;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(A) Socialdemokraterne;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Venstre;0,3474906188;0.498304591098878;0.289805647155101;0.189160301429672;0.277901202094458
2318;20150315;Kvinde;65;60-69 år;Sjælland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;Vil ikke svare;Vil ikke svare;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;;1,1665891776;0.327639791383733;0.47004058901796;0.189025701704121;0.432371300847943
2319;20150315;Kvinde;43;40-49 år;Syddanmark;.;Ved ikke?;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;700.000-799.999 kr.;Socialistisk Folkeparti - SF;0,7319214794;0.583731043815123;0.239903789292936;0.188937433048787;0.402908646025588
2320;20150315;Mand;67;60-69 år;Nordjylland;1302;Ulighed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Enhedslisten;0,3307462974;0.526772098358802;0.269993439123872;0.188929221738692;0.287362659340666
2325;20150315;Mand;67;60-69 år;Syddanmark;2199;Lars Løkke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,3307462974;0.526772098358802;0.269993439123872;0.188929221738692;0.43904370188553
2330;20150315;Kvinde;68;60-69 år;Nordjylland;1227;Der er flere: Terrortruslen og det et opgive retsforbeholdet som helhed.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;Vil ikke oplyse;Konservative Folkeparti;1,0041173728;0.294238356364436;0.504336846711961;0.188858389378988;0.273858257604856
